notification_date,postcode,likely_source_of_infection,lhd_2010_code,lhd_2010_name,lga_code19,lga_name19
2020-04-08,2111,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14100,Hunters Hill (A)
2020-04-08,2761,Locally acquired - source not identified,X740,Western Sydney,10750,Blacktown (C)
2020-04-08,2020,Overseas,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-08,2193,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,11570,Canterbury-Bankstown (A)
2020-04-08,2026,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-04-08,2026,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-04-08,2171,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,14900,Liverpool (C)
2020-04-08,2062,Interstate,X760,Northern Sydney,15950,North Sydney (A)
2020-04-08,,Overseas,,,,
2020-04-08,2070,Locally acquired - source not identified,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-04-08,2283,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,14650,Lake Macquarie (C)
2020-04-08,2119,Locally acquired - source not identified,X760,Northern Sydney,14000,Hornsby (A)
2020-04-08,2168,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,14900,Liverpool (C)
2020-04-08,2170,Locally acquired - source not identified,X710,South Western Sydney,14900,Liverpool (C)
2020-04-08,2283,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,14650,Lake Macquarie (C)
2020-04-09,2209,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,12930,Georges River (A)
2020-04-09,4032,Overseas,,,,
2020-04-09,3004,Overseas,,,,
2020-04-09,2260,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-04-09,2007,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17200,Sydney (C)
2020-04-09,2070,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-04-09,2560,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,11500,Campbelltown (C) (NSW)
2020-04-09,2070,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-04-09,2108,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-09,3103,Overseas,,,,
2020-04-09,3103,Overseas,,,,
2020-04-09,2261,Locally acquired - contact of a confirmed case and/or in a known cluster,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-04-09,2075,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-04-09,2075,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-04-09,2200,Overseas,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-04-09,2170,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,14900,Liverpool (C)
2020-04-09,2107,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-09,4810,Overseas,,,,
2020-04-09,2640,Overseas,X921,Network with Vic,10050,Albury (C)
2020-04-09,2747,Locally acquired - source not identified,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-09,4213,Overseas,,,,
2020-04-09,2763,Overseas,X740,Western Sydney,10750,Blacktown (C)
2020-04-09,2621,Overseas,X830,Southern NSW,16490,Queanbeyan-Palerang Regional (A)
2020-04-09,2165,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,12850,Fairfield (C)
2020-04-09,2086,Locally acquired - source not identified,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-09,2770,Overseas,X740,Western Sydney,10750,Blacktown (C)
2020-04-09,2176,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,12850,Fairfield (C)
2020-04-09,2035,Locally acquired - source not identified,X720,South Eastern Sydney,16550,Randwick (C)
2020-04-09,2023,Locally acquired - source not identified,X720,South Eastern Sydney,18500,Woollahra (A)
2020-04-09,2072,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-04-10,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-10,2066,Locally acquired - source not identified,X760,Northern Sydney,14700,Lane Cove (A)
2020-04-10,2323,Overseas,X800,Hunter New England,15050,Maitland (C)
2020-04-10,2033,Overseas,X720,South Eastern Sydney,16550,Randwick (C)
2020-04-10,5041,Overseas,,,,
2020-04-10,2155,Overseas,X740,Western Sydney,17420,The Hills Shire (A)
2020-04-10,2031,Locally acquired - source not identified,X720,South Eastern Sydney,16550,Randwick (C)
2020-04-10,2170,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,14900,Liverpool (C)
2020-04-10,,Locally acquired - contact of a confirmed case and/or in a known cluster,,,,
2020-04-10,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-10,2114,Locally acquired - source not identified,X760,Northern Sydney,16700,Ryde (C)
2020-04-10,2170,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,14900,Liverpool (C)
2020-04-10,2280,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-04-10,2017,Overseas,X700,Sydney,17200,Sydney (C)
2020-04-10,2023,Locally acquired - source not identified,X720,South Eastern Sydney,18500,Woollahra (A)
2020-04-10,2114,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,16700,Ryde (C)
2020-04-11,2030,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-04-11,2770,Overseas,X740,Western Sydney,10750,Blacktown (C)
2020-04-11,2026,Overseas,X720,South Eastern Sydney,18050,Waverley (A)
2020-04-11,2318,Overseas,X800,Hunter New England,16400,Port Stephens (A)
2020-04-11,,Overseas,,,,
2020-04-11,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-11,3150,Overseas,,,,
2020-04-11,2217,Locally acquired - source not identified,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-11,2564,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,11500,Campbelltown (C) (NSW)
2020-04-11,2023,Locally acquired - source not identified,X720,South Eastern Sydney,18500,Woollahra (A)
2020-04-11,2318,Overseas,X800,Hunter New England,16400,Port Stephens (A)
2020-04-12,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-12,2217,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,10500,Bayside (A)
2020-04-12,8888,Overseas,,,,
2020-04-12,0000,Overseas,,,,
2020-04-12,2760,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-12,,Locally acquired - source not identified,,,,
2020-04-12,5092,Overseas,,,,
2020-04-12,2750,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-13,2099,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-13,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-13,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-13,2760,Locally acquired - source not identified,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-13,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2077,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14000,Hornsby (A)
2020-04-14,2750,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2750,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2170,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,14900,Liverpool (C)
2020-04-14,2300,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2767,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2232,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2478,Interstate,X810,Northern NSW,10250,Ballina (A)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2046,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,11520,Canada Bay (A)
2020-04-14,2849,Overseas,X850,Western NSW,15270,Mid-Western Regional (A)
2020-04-14,2849,Overseas,X850,Western NSW,15270,Mid-Western Regional (A)
2020-04-14,2756,Overseas,X750,Nepean Blue Mountains,13800,Hawkesbury (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2750,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2093,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,,Locally acquired - contact of a confirmed case and/or in a known cluster,,,,
2020-04-14,2096,Locally acquired - source not identified,X760,Northern Sydney,15990,Northern Beaches (A)
2020-04-14,2114,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,16700,Ryde (C)
2020-04-14,2749,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2017,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17200,Sydney (C)
2020-04-14,2168,Locally acquired - source not identified,X710,South Western Sydney,14900,Liverpool (C)
2020-04-14,2000,Interstate,X720,South Eastern Sydney,17200,Sydney (C)
2020-04-14,2445,Overseas,X820,Mid North Coast,16380,Port Macquarie-Hastings (A)
2020-04-14,2033,Overseas,X720,South Eastern Sydney,16550,Randwick (C)
2020-04-14,2759,Interstate,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2077,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14000,Hornsby (A)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2137,Locally acquired - source not identified,X700,Sydney,11520,Canada Bay (A)
2020-04-14,2445,Overseas,X820,Mid North Coast,16380,Port Macquarie-Hastings (A)
2020-04-14,2750,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2550,Locally acquired - contact of a confirmed case and/or in a known cluster,X830,Southern NSW,10550,Bega Valley (A)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2176,Overseas,X710,South Western Sydney,12850,Fairfield (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2750,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-14,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-15,2225,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-04-15,2195,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,11570,Canterbury-Bankstown (A)
2020-04-15,2640,Overseas,X921,Network with Vic,10050,Albury (C)
2020-04-15,2747,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-15,2148,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-04-15,2749,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-04-16,3250,Overseas,,,,
2020-04-16,2785,Locally acquired - source not identified,X750,Nepean Blue Mountains,10900,Blue Mountains (C)
2020-04-16,2225,Locally acquired - source not identified,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-04-16,2560,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,11500,Campbelltown (C) (NSW)
